Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.3004376292228699,0.2256975021673906,0.942058345291513,16127.231780409811,115.38067491319444,68.23718418408338,0.3933241490274667,-0.09288651980459683
0.3,0.3849988579750061,0.3460640224609717,0.943104443598183,18339.375127077103,116.22464301215278,68.76949551077067,0.4582821182906628,-0.07328326031565668
0.4,0.3303631544113159,0.4639527524716087,0.940334776158315,19891.66479039192,116.05951714409724,68.60580649448448,0.3975702068209648,-0.06720705240964886
0.5,0.2172544598579406,0.5800653673236751,0.9423504033077034,21780.90237402916,116.59155381944444,67.84452311269615,0.3519131708890199,-0.13465871103107932
0.6,0.2748376727104187,0.6990870102955402,0.933604054831538,22735.84976041317,117.12875,66.96098879681493,0.2821859400719403,-0.00734826736152161
0.7,,,,,,,0.2065390573193629,
0.8,0.2100362479686737,0.8179259253704332,0.9334613744336896,22547.970472574238,117.87858615451388,66.66368562626712,0.2421119216084479,-0.032075673639774205
0.9,0.2351961880922317,0.9358219644969492,0.9172144756935636,23801.84262645245,118.55209092881944,67.09092435574225,0.2433718391507863,-0.008175651058554612
1.0,0.2394382357597351,1.04801689323793,0.9167927996239652,25151.7706758976,118.99291341145832,67.89203251253441,0.233265591263771,0.006172644495964108
1.1,0.1950568705797195,1.1639248528453874,0.8938292618010303,24808.25595986843,119.60861545138889,68.38579051003632,0.2428054518997668,-0.047748581320047306
1.2,0.1836668252944946,1.2779836061354852,0.8895182615735655,26755.919949769974,119.8715993923611,69.31543413126049,0.2446793254464863,-0.061012500151991694
1.3,0.2099552154541015,1.3928463621722615,0.8541931983877399,25821.24376535416,119.70763237847224,69.8037900150692,0.2518187686800956,-0.04186355322599411
1.4,,,,,,,0.2452874162793158,
1.5,0.227297767996788,1.5010285862957309,0.8326597599127209,26480.87327063084,120.18003363715276,70.80882592504793,0.2496717400848865,-0.022373972088098493
1.6,0.2405069172382354,1.604255229853312,0.7796238892661054,26843.618438124657,120.58762478298613,72.05396428486519,0.2713073905557394,-0.03080047331750399
1.7,0.3294413238763809,1.7480401574228606,0.6762725042017508,26453.23008620739,121.49061306423613,74.27991247887334,0.2855873072892427,0.04385401658713822
1.8,0.2825919687747955,1.8777915825049385,0.3487173297847046,26143.74332082272,121.99777126736112,75.5043477147733,0.2907858511805534,-0.008193882405757913
1.9,0.3552435040473938,2.0,0.0,29095.820649027824,121.78645833333331,76.11106707734723,0.289531805117925,0.06571169892946882
