Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.24954305589199063,0.2481730334949811,0.3176295170249453,25997.85723042488,111.67701768663194,76.44789383691395,0.3933241490274667,-0.14378109313547607
0.3,0.3871024747689565,0.3507564748552198,0.3201167382999273,25911.94078214963,112.61396846064815,75.45779589972192,0.4582821182906628,-0.0711796435217063
0.4,0.3718937635421753,0.4547980848332974,0.3225315939905574,24957.61041802168,113.39879448784723,74.79278684117645,0.3975702068209648,-0.025676443278789485
0.5,0.38846537470817566,0.5385970983847856,0.3232980636913757,23727.03413248062,113.14882595486111,74.19398762117441,0.3519131708890199,0.03655220381915575
0.6,0.30515188972155255,0.6432965287919633,0.32617704847545254,22047.186054706573,110.88069299768519,73.07346713480224,0.2821859400719403,0.02296594964961224
0.7,0.22373000532388684,0.7480909777055667,0.32814575185289735,20788.463771402836,110.47320041232639,72.31430742499025,0.2065390573193629,0.017190948004523948
0.8,0.24130118886629737,0.8545251049480013,0.3274650165420164,20512.22142310937,111.74384078414352,72.6752441437998,0.2421119216084479,-0.0008107327421505439
0.9,0.2135137841105461,0.9608703046139093,0.3249622472752697,20428.401332080364,112.48255316840277,73.46285340672097,0.2433718391507863,-0.029858055040240195
1.0,0.2043843418359756,1.0428054936162803,0.3215664338340739,20843.35107421875,113.22101942274304,74.03462808524102,0.233265591263771,-0.028881249427795408
1.1,0.18784183760484055,1.1467898488533066,0.32295953240056235,21955.598586201668,114.04176974826389,74.72201766870377,0.2428054518997668,-0.054963614294926244
1.2,0.20584254711866373,1.251550188559475,0.3232602128828778,22519.487886786465,114.70234212239583,75.64741848342355,0.2446793254464863,-0.03883677832782256
1.3,0.20647812386353806,1.3549461599682509,0.32549012505212777,21862.591155091923,114.88851888020832,76.4088701967501,0.2518187686800956,-0.04534064481655756
1.4,0.174219861626625,1.4603716292193982,0.3222645836243059,21353.2461232543,114.64996256510416,76.61701490698456,0.2452874162793158,-0.0710675546526908
1.5,0.17150784283876414,1.5446384261871353,0.3233946755833238,20885.055217564106,114.94833062065973,77.18817740583768,0.2496717400848865,-0.07816389724612235
1.6,0.16650912165641782,1.6475519959479044,0.31665407636997506,20242.14094765981,115.56746636284721,77.59915879009391,0.2713073905557394,-0.10479826889932156
1.7,0.1778890341520309,1.7476747016289162,0.3024412891547782,20314.713556170464,116.56408420138891,78.3467067898751,0.2855873072892427,-0.10769827313721181
1.8,0.19875571131706235,1.8435435018684136,0.2734675271695032,20833.103379885357,116.84311089409722,79.08519754858422,0.2907858511805534,-0.09203013986349104
1.9,0.17344172298908225,1.942971841540931,0.18794964822663326,21264.361990451813,117.06943287037036,79.6030374047361,0.289531805117925,-0.11609008212884273
