Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.4949193596839905,0.2460095351948292,0.6573284416700846,15652.851781487465,116.21071885850695,58.969088486003216,0.3933241490274667,0.10159521065652377
0.3,0.423577219247818,0.3722672028867968,0.6612047741930517,16463.774180173874,116.94714518229166,58.37786872583828,0.4582821182906628,-0.034704899042844795
0.4,0.2794350683689117,0.4577911677857034,0.6641605403983804,15603.201463341711,116.58007486979167,58.299089768206905,0.3975702068209648,-0.11813513845205309
0.5,0.3063713908195495,0.5443018633282601,0.6621764633692835,15658.487820386888,116.46218967013888,58.53459478063528,0.3519131708890199,-0.045541780069470406
0.6,0.207857146859169,0.6296065547508001,0.6630543222995755,16319.534507155418,116.41570095486112,59.215621294099,0.2821859400719403,-0.0743287932127713
0.7,0.2296802774071693,0.7563685514384111,0.6606662267732468,16085.18926936388,117.2204123263889,60.186209836147626,0.2065390573193629,0.02314122008780639
0.8,0.2194211184978485,0.8831597845895376,0.6585743130269889,16830.213656663895,117.6237912326389,61.72379268505778,0.2421119216084479,-0.0226908031105994
0.9,0.1984522491693496,0.968698367720202,0.6529714886618913,16828.917191505432,117.67642144097222,62.71478956531167,0.2433718391507863,-0.04491958998143672
1.0,0.2003229260444641,1.0541565505761985,0.6477964221427203,16913.62787115574,117.13015625,63.71543003327187,0.233265591263771,-0.03294266521930689
1.1,0.1951335221529007,1.13845989312333,0.6482986019405308,15581.582064390182,118.509609375,65.3665322084369,0.2428054518997668,-0.0476719297468661
1.2,0.210198312997818,1.2240788765286623,0.6433916292416914,16710.94157731533,119.49587890625,66.28368026822659,0.2446793254464863,-0.0344810124486683
1.3,0.20528115332126612,1.351495039087434,0.6340172187940356,16429.102442622185,121.60877821180556,68.24735213819207,0.2518187686800956,-0.0465376153588295
1.4,0.2249055057764053,1.478706546401597,0.6147852603851668,16730.976065158844,122.8821994357639,70.29079716706653,0.2452874162793158,-0.020381910502910494
1.5,0.1730085462331771,1.561387265223615,0.6000986779538265,16978.106013178825,124.48556206597222,72.02220689367579,0.2496717400848865,-0.07666319385170939
1.6,0.1987631022930145,1.6415975028785674,0.5737584354214909,16518.782200932503,124.308193359375,73.08131139258477,0.2713073905557394,-0.07254428826272488
1.7,0.19451206922531122,1.7537047222290014,0.5169686030129518,17097.37512433529,124.2345166015625,74.98542966487989,0.2855873072892427,-0.09107523806393147
1.8,0.22337706387043,1.8563539456321505,0.4336665269924603,18938.908299684525,123.29706488715276,76.44307277579449,0.2907858511805534,-0.0674087873101234
1.9,0.2151517793536186,1.9579250744431627,0.11765260739919325,20685.72217708826,122.357744140625,76.72406312991757,0.289531805117925,-0.07438002576430638
