Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.3424898386001587,0.2568197175797094,0.3124812711970403,15681.922850966454,111.9334375,69.28173185703751,0.3933241490274667,-0.050834310427308016
0.3,0.4411672254403432,0.3548179069119238,0.31397518516078043,15771.065481305122,112.93865596064815,68.48122958009095,0.4582821182906628,-0.017114892850319585
0.4,0.49277156591415405,0.4531571883184863,0.3161114243902522,15335.085195958614,113.32718750000001,67.9730843363144,0.3975702068209648,0.09520135909318928
0.5,0.3246610363324483,0.5527390194244604,0.31681298261484764,15016.581775903702,113.73519097222221,68.12191675469951,0.3519131708890199,-0.027252134556571606
0.6,0.282160609960556,0.6511794102673476,0.3212133292789955,13699.723596215248,113.89412706163195,68.16409554217434,0.2821859400719403,-2.5330111384336274e-05
0.7,0.25627187887827557,0.7525312656019931,0.3223102528890845,13665.055740435919,114.05868272569444,68.70470246666788,0.2065390573193629,0.049732821558912677
0.8,0.24888551235198975,0.8539854485589432,0.3214647556039345,14303.737878620625,114.34150119357639,69.31577333245005,0.2421119216084479,0.006773590743541835
0.9,0.2086680978536605,0.9560438517618817,0.31951699961161784,14609.652437408766,114.72919849537037,70.38931826022767,0.2433718391507863,-0.034703741297125806
1.0,0.16336569190025324,1.0567001229020527,0.31586592198179153,15622.982605993748,115.15906141493056,71.28043205987316,0.233265591263771,-0.06989989936351776
1.1,0.1851503749688466,1.1546471484231147,0.31338958471222833,16769.169756531715,115.89271303530093,72.17984893415648,0.2428054518997668,-0.0576550769309202
1.2,0.16325593739747996,1.2539512331256908,0.3155942599145075,17570.835143864155,116.49216634114583,73.05046665372086,0.2446793254464863,-0.08142338804900634
1.3,0.18286924560864762,1.3561204912527927,0.3152619851148941,17612.137356877327,116.51545500578703,73.8154923607412,0.2518187686800956,-0.068949523071448
1.4,0.20096872001886365,1.459984246077817,0.3168055592726289,17153.292473196983,116.23768554687501,74.49415173068627,0.2452874162793158,-0.04431869626045215
1.5,0.19305424888928727,1.5584806734757757,0.31009388034700675,16813.504776597023,115.80281864872684,75.25870534229094,0.2496717400848865,-0.05661749119559922
1.6,0.2105480805039405,1.6568443186019346,0.3095289565935935,16708.662965774536,115.83996690538194,76.78173182177824,0.2713073905557394,-0.06075931005179888
1.7,0.2306149452924728,1.7544892340000027,0.2918067334485023,16928.081445614498,116.23955620659721,77.50118263430123,0.2855873072892427,-0.054972361996769886
1.8,0.2638554672400157,1.8645011734651546,0.26167172215642137,17233.701432744663,116.66610857928242,78.54719600581818,0.2907858511805534,-0.026930383940537705
1.9,0.25639402866363525,1.9589739325717836,0.1714628110368177,18152.45275048415,116.67526294849536,78.96558797596036,0.289531805117925,-0.033137776454289725
