Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.2376643866300583,0.2814002742804207,1.2632867041779026,18125.1711499691,114.09101453993055,85.89398156136355,0.3933241490274667,-0.15565976239740842
0.3,,,,,,,0.4582821182906628,
0.4,0.2174205929040908,0.4489179011087294,1.2606573314921294,20012.00671684742,115.88242621527776,82.77896183685641,0.3975702068209648,-0.18014961391687398
0.5,,,,,,,0.3519131708890199,
0.6,0.2260993868112564,0.6128028973452291,1.254066004795194,23606.07987356186,116.86386935763888,81.19856814136115,0.2821859400719403,-0.0560865532606839
0.7,0.205216571688652,0.7840189368082566,1.2338554009123668,24228.25353729725,118.31291558159722,81.32651315217642,0.2065390573193629,-0.0013224856307108845
0.8,,,,,,,0.2421119216084479,
0.9,0.201970562338829,0.9483863346927632,1.208162331046023,26003.903250932693,119.92925238715276,80.75812898069906,0.2433718391507863,-0.041401276811957294
1.0,,,,,,,0.233265591263771,
1.1,0.1871326863765716,1.1097423768351664,1.1751770476427623,23395.34184741974,117.63423394097222,83.85078835289211,0.2428054518997668,-0.055672765523195195
1.2,0.1791712045669555,1.263350756145945,1.1450196443327558,26597.13073563576,117.12787326388889,84.43162016878078,0.2446793254464863,-0.06550812087953078
1.3,,,,,,,0.2518187686800956,
1.4,0.1899715065956115,1.4135165418777658,1.0873034711584608,26726.566371440887,117.0342263454861,83.90319623008672,0.2452874162793158,-0.05531590968370431
1.5,0.198685348033905,1.560356679884691,1.001993355328009,25176.60206723213,118.3708203125,82.90173781472404,0.2496717400848865,-0.05098639205098149
1.6,0.1658631563186645,1.696620527214861,0.8864393752071107,30177.55659496784,119.98076280381945,84.28673682763572,0.2713073905557394,-0.10544423423707489
1.7,,,,,,,0.2855873072892427,
1.8,0.1765295714139938,1.820904733619528,0.4915869837852483,30479.726080060005,121.27218641493056,84.49888529603996,0.2907858511805534,-0.11425627976655958
1.9,0.1761040985584259,1.999992690884121,0.000104415941127,34983.34669137001,121.96631184895833,84.60959314392065,0.289531805117925,-0.11342770655949908
