Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.30826957523822784,0.23651864822608898,0.3445492591428767,38778.677490890026,114.57321831597223,82.15815614039963,0.3933241490274667,-0.08505457378923886
0.3,0.322193185488383,0.35087342070928207,0.3425797036912172,42228.040687441826,112.73645797164352,82.49938178807456,0.4582821182906628,-0.1360889328022798
0.4,0.3457524329423904,0.4662222329520044,0.34871284280496473,41540.7384595871,112.90347113715278,81.2013925038662,0.3975702068209648,-0.05181777387857439
0.5,0.2968612536787987,0.5591576413521068,0.3435618040676436,40316.526129603386,111.65955349392362,79.19287199604676,0.3519131708890199,-0.055051917210221235
0.6,0.2618840411305427,0.6515631388509894,0.353267280296493,39753.02657151222,110.74814290364583,77.18123440173765,0.2821859400719403,-0.02030189894139761
0.7,0.2486460357904434,0.7462965897572988,0.350680710837994,39275.388440191746,111.60828070746528,76.39333938218962,0.2065390573193629,0.0421069784710805
0.8,0.20673997700214386,0.8388117239943649,0.35155393305685256,38907.65486615896,113.15367838541667,76.13113155226975,0.2421119216084479,-0.03537194460630405
0.9,0.19793721288442606,0.9324670803085381,0.35263763731518716,37915.9608220458,114.21817654079862,76.532152324046,0.2433718391507863,-0.045434626266360245
1.0,0.16773144404093424,1.0475905281449942,0.3466672068986381,38540.64821469784,115.72661096643519,77.45687207432366,0.233265591263771,-0.06553414722283676
1.1,0.19499760121107101,1.1594078192322326,0.3496679477114085,37606.87042403221,116.79007378472222,78.15300763768062,0.2428054518997668,-0.04780785068869578
1.2,0.1589582413434982,1.2506950220016448,0.35019999053139717,37362.19423276186,117.72826063368055,78.45892581066755,0.2446793254464863,-0.0857210841029881
1.3,0.15370496362447733,1.3443394146419996,0.3535722147213076,36165.42407798767,118.3897829861111,78.34819440458675,0.2518187686800956,-0.09811380505561829
1.4,0.14246267080307007,1.4370592041236745,0.3470826350427182,35299.47372710705,118.6304541015625,78.46572220151823,0.2452874162793158,-0.10282474547624573
1.5,0.1315416768193244,1.5513567218658164,0.34583637530125744,34475.23256882032,118.67822301793983,79.86292877045578,0.2496717400848865,-0.11813006326556208
1.6,0.1601168513298034,1.6653630931587822,0.33415104422331476,33958.031558692455,118.84558973524307,82.29371746445624,0.2713073905557394,-0.11119053922593597
1.7,0.15870802849531168,1.7526741368900778,0.316617261585742,35385.99410825968,118.6469607204861,84.44665366637517,0.2855873072892427,-0.12687927879393102
1.8,0.20302861928939817,1.854324447789778,0.2790520308359131,36618.25886038939,118.13167860243055,87.01584632800855,0.2907858511805534,-0.08775723189115522
1.9,0.23465710381666816,1.9617684512094795,0.1128658892243879,38688.936846494675,117.53144241898148,88.90427820493886,0.289531805117925,-0.05487470130125682
