Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.4003683030605316,0.2586835421288267,0.7838948545801345,23460.30296587944,109.75626302083332,75.17824549312327,0.3933241490274667,0.007044154033064909
0.3,0.3226860463619232,0.3591400307683081,0.7847847893839361,22889.93126118183,111.97019097222224,74.27278578819403,0.4582821182906628,-0.13559607192873957
0.4,0.2645483016967773,0.4611460519741144,0.7876596067169481,23719.93126285076,113.49016710069444,72.89594733873103,0.3975702068209648,-0.1330219051241875
0.5,0.2833845615386963,0.5630789820211319,0.7870108155204427,22102.973764896396,114.39811848958334,72.39907668713329,0.3519131708890199,-0.06852860935032362
0.6,0.2437324225902557,0.6658670786259795,0.7845090468924312,22091.098660826683,115.13856662326388,71.9251278777407,0.2821859400719403,-0.0384535174816846
0.7,0.2342314571142196,0.7678146269047548,0.7831602754085664,21400.3005464077,116.11817491319444,72.15652834502872,0.2065390573193629,0.027692399794856715
0.8,0.2458084672689438,0.8725030936381142,0.7796380252612094,20909.482229709625,116.66864040798612,72.22856840054534,0.2421119216084479,0.0036965456604958757
0.9,0.248442992568016,0.9736466391702114,0.772016225024995,19972.497383594517,117.24301974826388,72.55703393132107,0.2433718391507863,0.00507115341722969
1.0,0.2612366676330566,1.0733795253376823,0.7673145575840842,20365.551207304,117.50583984375,73.17652316421845,0.233265591263771,0.027971076369285586
1.1,0.2507292926311493,1.1731270297369114,0.7597299377732798,20077.980575084686,118.06729817708332,73.89520221632834,0.2428054518997668,0.007923840731382498
1.2,0.2576716542243957,1.2844741010359408,0.7507532819949275,20383.644575476646,118.34011935763888,74.58430719869058,0.2446793254464863,0.012992328777909401
1.3,0.2587471604347229,1.3825770543624192,0.7370997550479168,20001.6963082552,118.22463758680556,74.7113833256921,0.2518187686800956,0.006928391754627283
1.4,0.226013958454132,1.4792912756719083,0.7198261310849481,19316.44444358349,118.26673068576387,75.4012401793977,0.2452874162793158,-0.019273457825183804
1.5,0.2335314899682998,1.5716711912652148,0.6895524198595767,19548.54494535923,118.40433376736112,75.9348689154139,0.2496717400848865,-0.01614025011658668
1.7,0.2030746340751648,1.74230981057381,0.6019659076262884,19547.58152091503,119.03669487847222,78.11390618075939,0.2855873072892427,-0.0825126732140779
1.8,0.2974838316440582,1.859876939485776,0.40751017521411037,19960.142046809196,119.08422417534722,79.0297147544898,0.2907858511805534,0.006697980463504838
1.9,0.2359876036643982,1.999992690884121,0.0001160177123633,21731.69037950039,118.81469943576388,79.72203758690705,0.289531805117925,-0.053544201453526785
