Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.438003808259964,0.2677468458186518,1.0212082222795935,26634.60920858383,120.62650933159722,74.76578013895171,0.3933241490274667,0.04467965923249728
0.3,,,,,,,0.4582821182906628,
0.4,0.3222059607505798,0.4005169357587115,1.020086186676737,29137.649963974956,122.29926215277776,72.69635528402405,0.3975702068209648,-0.075364246070385
0.5,0.2286728322505951,0.5359329256469298,1.022130261022683,31427.658314824104,122.23038519965276,73.80099528167787,0.3519131708890199,-0.12324033863842482
0.6,0.2360756546258926,0.6708518956553835,1.0120048857826598,35165.90633738041,122.75848198784722,74.2175266665056,0.2821859400719403,-0.0461102854460477
0.7,,,,,,,0.2065390573193629,
0.8,0.2156809568405151,0.8020212892179659,1.0072409348546885,30722.51233673096,122.61920789930556,74.4910587721837,0.2421119216084479,-0.026430964767932802
0.9,0.1853566318750381,0.9298357985921372,0.9952317554462476,35168.04550647736,122.00031141493056,77.34907630211308,0.2433718391507863,-0.058015207275748215
1.0,0.2858700752258301,1.0614218117598164,0.9758492583506948,33913.16414248943,121.58262369791667,78.6212447774984,0.233265591263771,0.05260448396205908
1.1,0.1816258281469345,1.1889658838464687,0.965962094535198,35235.143926382065,119.30431749131944,81.80634685642099,0.2428054518997668,-0.061179623752832285
1.2,,,,,,,0.2446793254464863,
1.3,0.1890714764595031,1.3155963164482598,0.9358383981154812,34392.03418982029,119.6619900173611,80.96936463376382,0.2518187686800956,-0.06274729222059253
1.4,0.2057745903730392,1.4382578991278128,0.9050034631658552,35235.10943865776,120.1948046875,79.83139345445296,0.2452874162793158,-0.03951282590627661
1.5,0.2341438829898834,1.5580031445716882,0.8519567621964478,33415.541773080826,121.35724609375,78.85012183175883,0.2496717400848865,-0.015527857095003095
1.6,0.3234335482120514,1.6704465832525512,0.7863048749947456,36673.39787840843,122.41162651909724,78.85821687843065,0.2713073905557394,0.05212615765631201
1.7,0.3706808984279632,1.7731177340033366,0.6853635974930857,36755.83141613007,123.22130859375,79.73267300388048,0.2855873072892427,0.0850935911387205
1.8,0.3746762573719024,1.8658704145064664,0.3771102941467691,40194.53737092018,123.5601052517361,80.65720902940865,0.2907858511805534,0.08389040619134902
1.9,0.3767091035842895,1.9999780726523635,0.000313247823381,42945.09284615517,123.54603298611111,81.10851374433537,0.289531805117925,0.08717729846636452
