Distance_interval,Confidence,Distance,Velocity,Length,Brightness,Contrast,Average_confidence,Confidence_deviation
0.2,0.1053945422172546,0.2573752103865052,0.6312537902828722,10193.661694526672,121.70576497395834,56.141328322813614,0.3933241490274667,-0.2879296068102121
0.3,0.3027516901493072,0.335487731784216,0.6268850805765146,11986.785708904266,120.72525390625,58.73413982088801,0.4582821182906628,-0.1555304281413556
0.4,0.31122957915067667,0.45443993815523165,0.6349334826310986,12649.009621500969,121.06891330295139,59.610165734145866,0.3975702068209648,-0.0863406276702881
0.5,0.2568320035934448,0.576513137006534,0.6318358319258502,12625.59392428398,121.12272786458334,60.49057358744775,0.3519131708890199,-0.09508116729557509
0.6,0.3053347170352936,0.6572277036571301,0.6376762124552219,13028.68937933445,121.2778493923611,61.00690527926885,0.2821859400719403,0.023148776963353268
0.7,0.2170884609222412,0.735946881672789,0.6335940125569687,12862.373581409454,121.43975151909724,61.516993501940064,0.2065390573193629,0.010549403602878316
0.8,0.24245396256446833,0.8567702217088007,0.6298440526786302,12732.624844670296,121.49340060763889,62.858760286332625,0.2421119216084479,0.0003420409560204174
0.9,0.2297079563140869,0.9769942142427436,0.6229892084066244,12252.695310592651,121.44011827256944,64.68769277858182,0.2433718391507863,-0.01366388283669942
1.0,0.2699987292289734,1.057547980344004,0.6229851701967918,12702.65071618557,121.560986328125,65.68622787677403,0.233265591263771,0.03673313796520239
1.1,0.2743513584136963,1.1395854969686794,0.622786728897307,12281.444651126862,121.6677712673611,66.7510299083759,0.2428054518997668,0.031545906513929495
1.2,0.25253194570541376,1.25830746618951,0.613375899235167,13159.611175239086,121.73370876736112,67.75692696415345,0.2446793254464863,0.007852620258927467
1.3,0.318909227848053,1.3769197986721573,0.6086775260243634,12509.02834892273,121.49111002604168,68.69635630748304,0.2518187686800956,0.06709045916795736
1.4,0.3052829205989837,1.4558217045847883,0.5910067248084167,12723.084264278412,121.05140842013888,69.29297484955754,0.2452874162793158,0.05999550431966791
1.5,0.3311197459697723,1.5317780367982263,0.5817885266227963,12727.562403082848,121.23479817708332,70.2609597810632,0.2496717400848865,0.0814480058848858
1.6,0.29580768942832947,1.6435307640285342,0.5494706313930915,12903.6614266634,121.21485243055557,71.68473211938894,0.2713073905557394,0.024500298872590087
1.7,0.270335704088211,1.7480620847704973,0.5028671920352592,13163.375673294067,121.44987196180556,73.19755504550156,0.2855873072892427,-0.015251603201031694
1.8,0.2870568186044693,1.840803801599809,0.4300985803670803,14087.10716587305,121.14152777777777,74.23725506739797,0.2907858511805534,-0.0037290325760840903
1.9,0.2689162492752075,1.9613311224427257,0.11004510217252525,15658.054552614689,120.70369086371527,75.21759211706029,0.289531805117925,-0.02061555584271746
